0;-1
75;0
75;0
150;1
150;1
225;3
225;3
300;5
300;5
375;7
375;7
450;9
450;9
525;11
525;11
600;13
600;13
675;15
150;2
225;4
300;6
375;8
450;10
525;12
600;14
675;16
750;17
225;18
300;19
375;20
450;21
525;22
600;23
675;24
750;25
825;26
300;27
375;28
450;29
525;30
600;31
675;32
750;33
825;34
900;35
375;36
450;37
525;38
600;39
675;40
750;41
825;42
900;43
975;44
450;45
525;46
600;47
675;48
750;49
825;50
900;51
975;52
1050;53
525;54
600;55
675;56
750;57
825;58
900;59
975;60
1050;61
1125;62
600;63
675;64
750;65
825;66
900;67
975;68
1050;69
1125;70
1200;71
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;1
75;1
150;3
150;3
225;5
225;5
300;7
300;7
375;9
375;9
450;11
450;11
525;13
525;13
600;15
1.79769e+308;-1
150;4
225;6
300;8
375;10
450;12
525;14
600;16
675;17
1.79769e+308;-1
225;19
300;20
375;21
450;22
525;23
600;24
675;25
750;26
1.79769e+308;-1
300;28
375;29
450;30
525;31
600;32
675;33
750;34
825;35
1.79769e+308;-1
375;37
450;38
525;39
600;40
675;41
750;42
825;43
900;44
1.79769e+308;-1
450;46
525;47
600;48
675;49
750;50
825;51
900;52
975;53
1.79769e+308;-1
525;55
600;56
675;57
750;58
825;59
900;60
975;61
1050;62
1.79769e+308;-1
600;64
675;65
750;66
825;67
900;68
975;69
1050;70
1125;71
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;2
1.79769e+308;-1
150;4
1.79769e+308;-1
225;6
1.79769e+308;-1
300;8
1.79769e+308;-1
375;10
1.79769e+308;-1
450;12
1.79769e+308;-1
525;14
600;16
75;2
150;4
225;6
300;8
375;10
450;12
525;14
600;16
675;17
150;18
225;19
300;20
375;21
450;22
525;23
600;24
675;25
750;26
225;27
300;28
375;29
450;30
525;31
600;32
675;33
750;34
825;35
300;36
375;37
450;38
525;39
600;40
675;41
750;42
825;43
900;44
375;45
450;46
525;47
600;48
675;49
750;50
825;51
900;52
975;53
450;54
525;55
600;56
675;57
750;58
825;59
900;60
975;61
1050;62
525;63
600;64
675;65
750;66
825;67
900;68
975;69
1050;70
1125;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;3
75;3
150;5
150;5
225;7
225;7
300;9
300;9
375;11
375;11
450;13
450;13
525;15
1.79769e+308;-1
1.79769e+308;-1
150;6
225;8
300;10
375;12
450;14
525;16
600;17
1.79769e+308;-1
1.79769e+308;-1
225;20
300;21
375;22
450;23
525;24
600;25
675;26
1.79769e+308;-1
1.79769e+308;-1
300;29
375;30
450;31
525;32
600;33
675;34
750;35
1.79769e+308;-1
1.79769e+308;-1
375;38
450;39
525;40
600;41
675;42
750;43
825;44
1.79769e+308;-1
1.79769e+308;-1
450;47
525;48
600;49
675;50
750;51
825;52
900;53
1.79769e+308;-1
1.79769e+308;-1
525;56
600;57
675;58
750;59
825;60
900;61
975;62
1.79769e+308;-1
1.79769e+308;-1
600;65
675;66
750;67
825;68
900;69
975;70
1050;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;4
1.79769e+308;-1
150;6
1.79769e+308;-1
225;8
1.79769e+308;-1
300;10
1.79769e+308;-1
375;12
1.79769e+308;-1
450;14
525;16
1.79769e+308;-1
75;4
150;6
225;8
300;10
375;12
450;14
525;16
600;17
1.79769e+308;-1
150;19
225;20
300;21
375;22
450;23
525;24
600;25
675;26
1.79769e+308;-1
225;28
300;29
375;30
450;31
525;32
600;33
675;34
750;35
1.79769e+308;-1
300;37
375;38
450;39
525;40
600;41
675;42
750;43
825;44
1.79769e+308;-1
375;46
450;47
525;48
600;49
675;50
750;51
825;52
900;53
1.79769e+308;-1
450;55
525;56
600;57
675;58
750;59
825;60
900;61
975;62
1.79769e+308;-1
525;64
600;65
675;66
750;67
825;68
900;69
975;70
1050;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;5
75;5
150;7
150;7
225;9
225;9
300;11
300;11
375;13
375;13
450;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;8
225;10
300;12
375;14
450;16
525;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;21
300;22
375;23
450;24
525;25
600;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;30
375;31
450;32
525;33
600;34
675;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;39
450;40
525;41
600;42
675;43
750;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;48
525;49
600;50
675;51
750;52
825;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;57
600;58
675;59
750;60
825;61
900;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;66
675;67
750;68
825;69
900;70
975;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;6
1.79769e+308;-1
150;8
1.79769e+308;-1
225;10
1.79769e+308;-1
300;12
1.79769e+308;-1
375;14
450;16
1.79769e+308;-1
1.79769e+308;-1
75;6
150;8
225;10
300;12
375;14
450;16
525;17
1.79769e+308;-1
1.79769e+308;-1
150;20
225;21
300;22
375;23
450;24
525;25
600;26
1.79769e+308;-1
1.79769e+308;-1
225;29
300;30
375;31
450;32
525;33
600;34
675;35
1.79769e+308;-1
1.79769e+308;-1
300;38
375;39
450;40
525;41
600;42
675;43
750;44
1.79769e+308;-1
1.79769e+308;-1
375;47
450;48
525;49
600;50
675;51
750;52
825;53
1.79769e+308;-1
1.79769e+308;-1
450;56
525;57
600;58
675;59
750;60
825;61
900;62
1.79769e+308;-1
1.79769e+308;-1
525;65
600;66
675;67
750;68
825;69
900;70
975;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;7
75;7
150;9
150;9
225;11
225;11
300;13
300;13
375;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;10
225;12
300;14
375;16
450;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;22
300;23
375;24
450;25
525;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;31
375;32
450;33
525;34
600;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;40
450;41
525;42
600;43
675;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;49
525;50
600;51
675;52
750;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;58
600;59
675;60
750;61
825;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;67
675;68
750;69
825;70
900;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;8
1.79769e+308;-1
150;10
1.79769e+308;-1
225;12
1.79769e+308;-1
300;14
375;16
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;8
150;10
225;12
300;14
375;16
450;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;21
225;22
300;23
375;24
450;25
525;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;30
300;31
375;32
450;33
525;34
600;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;39
375;40
450;41
525;42
600;43
675;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;48
450;49
525;50
600;51
675;52
750;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;57
525;58
600;59
675;60
750;61
825;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;66
600;67
675;68
750;69
825;70
900;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;9
75;9
150;11
150;11
225;13
225;13
300;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;12
225;14
300;16
375;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;23
300;24
375;25
450;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;32
375;33
450;34
525;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;41
450;42
525;43
600;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;50
525;51
600;52
675;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;59
600;60
675;61
750;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;68
675;69
750;70
825;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;10
1.79769e+308;-1
150;12
1.79769e+308;-1
225;14
300;16
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;10
150;12
225;14
300;16
375;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;22
225;23
300;24
375;25
450;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;31
300;32
375;33
450;34
525;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;40
375;41
450;42
525;43
600;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;49
450;50
525;51
600;52
675;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;58
525;59
600;60
675;61
750;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;67
600;68
675;69
750;70
825;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;11
75;11
150;13
150;13
225;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;14
225;16
300;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;24
300;25
375;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;33
375;34
450;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;42
450;43
525;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;51
525;52
600;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;60
600;61
675;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;69
675;70
750;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;12
1.79769e+308;-1
150;14
225;16
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;12
150;14
225;16
300;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;23
225;24
300;25
375;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;32
300;33
375;34
450;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;41
375;42
450;43
525;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;50
450;51
525;52
600;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;59
525;60
600;61
675;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;68
600;69
675;70
750;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;13
75;13
150;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;16
225;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;25
300;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;34
375;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;43
450;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;52
525;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;61
600;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;70
675;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;14
150;16
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;14
150;16
225;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;24
225;25
300;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;33
300;34
375;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;42
375;43
450;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;51
450;52
525;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;60
525;61
600;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;69
600;70
675;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
75;15
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
600;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
75;16
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;16
150;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;25
225;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
225;34
300;35
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
300;43
375;44
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
375;52
450;53
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
450;61
525;62
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
525;70
600;71
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
0;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
75;17
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
150;26
1.79769e+308;-1
1.79769e+308;-1
1.79769e+308;-1
